회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),상장일,상장폐지일
신라에스지(주),025870,2014/12,53240594,19118583,1319531,382056,76509343,1995/07/07,
신라에스지(주),025870,2015/12,40411991,16320420,-1701491,-3051009,58640714,1995/07/07,
신라에스지(주),025870,2016/12,48813315,16280402,1285964,359646,80468999,1995/07/07,
신라에스지(주),025870,2017/12,50213180,15939140,1115330,237422,81988875,1995/07/07,
신라에스지(주),025870,2018/12,47630063,14474506,856570,-1793376,72509021,1995/07/07,
신라에스지(주),025870,2019/12,48035276,15853859,2097047,726138,89400350,1995/07/07,
신라에스지(주),025870,2020/12,40822447,14430508,327916,-1370018,62744277,1995/07/07,
신라젠(주),215600,2011/12,,,,,,2016/12/06,
신라젠(주),215600,2012/12,,,,,,2016/12/06,
신라젠(주),215600,2013/12,,,,,,2016/12/06,
신라젠(주),215600,2014/12,171683383,47356705,-15180246,-2477889,2085871,2016/12/06,
신라젠(주),215600,2015/12,153027747,86935318,-23774691,-55853787,1809857,2016/12/06,
신라젠(주),215600,2016/12,284127919,207971487,-46824215,-74037961,5292318,2016/12/06,
신라젠(주),215600,2017/12,234954188,201947240,-50617833,-57020832,6864849,2016/12/06,
신라젠(주),215600,2018/12,193193204,165087906,-59043410,-56236181,7712025,2016/12/06,
신라젠(주),215600,2019/12,69745030,60992529,-58492593,-113199973,9068581,2016/12/06,
신라젠(주),215600,2020/12,47423225,22879743,-34210158,-47824889,1669716,2016/12/06,
신성델타테크(주),065350,2011/12,279778498,94342939,6935511,-4238463,354576390,2004/08/06,
신성델타테크(주),065350,2012/12,256116546,95097404,10385764,3020778,323139219,2004/08/06,
신성델타테크(주),065350,2013/12,281176828,100374606,8549989,6672848,315540782,2004/08/06,
신성델타테크(주),065350,2014/12,284509068,98735853,4931132,2146239,296429999,2004/08/06,
신성델타테크(주),065350,2015/12,322133044,102447494,9661484,4397133,379284313,2004/08/06,
신성델타테크(주),065350,2016/12,338806894,100600975,12124976,1001290,394613663,2004/08/06,
신성델타테크(주),065350,2017/12,334475766,118095695,17893869,12380226,464770982,2004/08/06,
신성델타테크(주),065350,2018/12,330426200,120848799,12658853,4030996,437052443,2004/08/06,
신성델타테크(주),065350,2019/12,348684313,133804559,10347058,5282427,453654136,2004/08/06,
신성델타테크(주),065350,2020/12,411482017,162117513,14824184,8876267,493069483,2004/08/06,
신세계건설(주),034300,2011/12,,,,,,2002/06/17,
신세계건설(주),034300,2012/12,,,,,,2002/06/17,
신세계건설(주),034300,2013/12,,,,,,2002/06/17,
신세계건설(주),034300,2014/12,,,,,,2002/06/17,
신세계건설(주),034300,2015/12,,,,,,2002/06/17,
신세계건설(주),034300,2016/12,,,,,,2002/06/17,
신세계건설(주),034300,2017/12,,,,,,2002/06/17,
신세계건설(주),034300,2018/12,,,,,,2002/06/17,
신세계건설(주),034300,2019/12,,,,,,2002/06/17,
신세계건설(주),034300,2020/12,,,,,,2002/06/17,
신송홀딩스(주),006880,2011/12,180259257,113926561,8759438,6534486,148439295,2013/11/21,
신송홀딩스(주),006880,2012/12,185368365,125095106,12193885,9362181,165981138,2013/11/21,
신송홀딩스(주),006880,2013/12,233289897,157200115,11085214,9405148,272532506,2013/11/21,
신송홀딩스(주),006880,2014/12,237800301,159346810,6729485,3464886,234650989,2013/11/21,
신송홀딩스(주),006880,2015/12,227192888,160013758,3577373,2053998,228564198,2013/11/21,
신송홀딩스(주),006880,2016/12,246716568,146476808,-8057000,-12398502,206895556,2013/11/21,
신송홀딩스(주),006880,2017/12,259752617,139152217,-690877,-8240874,291761499,2013/11/21,
신송홀딩스(주),006880,2018/12,205261964,125054974,-2970860,-13912828,163341580,2013/11/21,
신송홀딩스(주),006880,2019/12,199873921,90642356,-309066,-34342178,263013507,2013/11/21,
신송홀딩스(주),006880,2020/12,167829010,90567106,5152838,2771233,205881740,2013/11/21,
신신제약(주),002800,2011/12,,,,,,2017/02/28,
신신제약(주),002800,2012/12,,,,,,2017/02/28,
신신제약(주),002800,2013/12,,,,,,2017/02/28,
신신제약(주),002800,2014/12,,,,,,2017/02/28,
신신제약(주),002800,2015/12,,,,,,2017/02/28,
신신제약(주),002800,2016/12,,,,,,2017/02/28,
신신제약(주),002800,2017/12,78854699,52313340,4511268,3532402,61732958,2017/02/28,
신신제약(주),002800,2018/12,107919651,54654643,3036078,2809312,63719957,2017/02/28,
신신제약(주),002800,2019/12,129237818,56370860,2328969,2023675,67854562,2017/02/28,
신신제약(주),002800,2020/12,118134054,56047766,-4169592,201286,67128841,2017/02/28,
신원종합개발(주),017000,2011/12,,,,,,1994/12/07,
신원종합개발(주),017000,2012/12,,,,,,1994/12/07,
신원종합개발(주),017000,2013/12,,,,,,1994/12/07,
신원종합개발(주),017000,2014/12,,,,,,1994/12/07,
신원종합개발(주),017000,2015/12,,,,,,1994/12/07,
신원종합개발(주),017000,2016/12,,,,,,1994/12/07,
신원종합개발(주),017000,2017/12,153669522,64286195,13158466,13724428,195826621,1994/12/07,
신원종합개발(주),017000,2018/12,186209093,75427347,11715782,10931240,220624518,1994/12/07,
신원종합개발(주),017000,2019/12,191574781,86054306,6922486,12733307,256456728,1994/12/07,
신원종합개발(주),017000,2020/12,,,,,,1994/12/07,
신일전자(주),002700,2011/12,46367364,19468675,2961685,1277365,81162730,1975/09/30,
신일전자(주),002700,2012/12,58652640,27138385,2775024,1124488,90868659,1975/09/30,
신일전자(주),002700,2013/12,60282503,34090039,6897479,6924706,120192386,1975/09/30,
신일전자(주),002700,2014/12,91207432,52434431,-167761,-1740200,114279079,1975/09/30,
신일전자(주),002700,2015/12,79273264,45899915,-5194705,-8280848,107385562,1975/09/30,
신일전자(주),002700,2016/12,80720576,49652728,4435229,3759432,124454060,1975/09/30,
신일전자(주),002700,2017/12,,,,,,1975/09/30,
신일전자(주),002700,2018/12,,,,,,1975/09/30,
신일전자(주),002700,2019/12,,,,,,1975/09/30,
신일전자(주),002700,2020/12,,,,,,1975/09/30,
신일제약(주),012790,2011/12,,,,,,1999/08/13,
신일제약(주),012790,2012/12,,,,,,1999/08/13,
신일제약(주),012790,2013/12,,,,,,1999/08/13,
신일제약(주),012790,2014/12,,,,,,1999/08/13,
신일제약(주),012790,2015/12,,,,,,1999/08/13,
신일제약(주),012790,2016/12,,,,,,1999/08/13,
신일제약(주),012790,2017/12,,,,,,1999/08/13,
신일제약(주),012790,2018/12,,,,,,1999/08/13,
신일제약(주),012790,2019/12,,,,,,1999/08/13,
신일제약(주),012790,2020/12,,,,,,1999/08/13,
신풍제약(주),019170,2011/12,378499607,179860423,38295422,24863205,229693072,1990/01/20,
신풍제약(주),019170,2012/12,379679609,188725656,24234350,14338531,221169380,1990/01/20,
신풍제약(주),019170,2013/12,398354727,190785324,24811386,5485452,215962840,1990/01/20,
신풍제약(주),019170,2014/12,409295444,191514375,19251751,3354194,220291938,1990/01/20,
신풍제약(주),019170,2015/12,410730240,194861351,4235609,1476678,195950486,1990/01/20,
신풍제약(주),019170,2016/12,416488338,216848813,9568468,-18598233,194147338,1990/01/20,
신풍제약(주),019170,2017/12,385613543,210112752,7814725,920179,184998400,1990/01/20,
신풍제약(주),019170,2018/12,380953319,207482216,7752620,2813654,187389168,1990/01/20,
신풍제약(주),019170,2019/12,380113704,209128225,5602147,5394987,189721696,1990/01/20,
신풍제약(주),019170,2020/12,487149865,374330256,7845516,5045737,197750767,1990/01/20,
신풍제지(주),002870,2011/12,174511082,107178633,-7236840,-7593276,120953675,1976/06/30,
신풍제지(주),002870,2012/12,183114589,91972180,-13315749,-14055259,121452034,1976/06/30,
신풍제지(주),002870,2013/12,196354192,81259889,-3787552,-8244950,144982582,1976/06/30,
신풍제지(주),002870,2014/12,173516996,58787893,-19759806,-18623251,108183384,1976/06/30,
신풍제지(주),002870,2015/12,145668274,40994360,-19600819,-14304556,111453803,1976/06/30,
신풍제지(주),002870,2016/12,146751018,41327541,2041540,1158620,128631038,1976/06/30,
신풍제지(주),002870,2017/12,153484813,44107329,-2052158,800026,144277002,1976/06/30,
신풍제지(주),002870,2018/12,167283571,52228855,12159066,8661346,154107822,1976/06/30,
신풍제지(주),002870,2019/12,185645915,68897851,11352981,19541026,156878425,1976/06/30,
신풍제지(주),002870,2020/12,107754752,100412082,-10378452,32922702,33771091,1976/06/30,
신화인터텍(주),056700,2011/12,314829936,76920369,9872244,-32377986,319943285,2001/12/13,
신화인터텍(주),056700,2012/12,258358879,71857892,13508599,-12049619,283793832,2001/12/13,
신화인터텍(주),056700,2013/12,219385158,78074518,10192197,1071138,234281812,2001/12/13,
신화인터텍(주),056700,2014/12,228932697,84382738,3839776,7813481,207685222,2001/12/13,
신화인터텍(주),056700,2015/12,203760821,93801958,5272036,-4021453,190188642,2001/12/13,
신화인터텍(주),056700,2016/12,206270307,97628729,7149832,3897366,215490469,2001/12/13,
신화인터텍(주),056700,2017/12,195978756,92830686,2247571,-2398151,176568859,2001/12/13,
신화인터텍(주),056700,2018/12,200454306,87098553,-2463294,-5126285,177577489,2001/12/13,
신화인터텍(주),056700,2019/12,184128026,96587543,16338864,9472696,254429113,2001/12/13,
신화인터텍(주),056700,2020/12,176253208,98553713,8114705,3334866,255336300,2001/12/13,
신흥에스이씨(주),243840,2011/12,,,,,,2017/09/27,
신흥에스이씨(주),243840,2012/12,,,,,,2017/09/27,
신흥에스이씨(주),243840,2013/12,,,,,,2017/09/27,
신흥에스이씨(주),243840,2014/12,64412710,39841060,5458673,4725286,77712665,2017/09/27,
신흥에스이씨(주),243840,2015/12,79885023,40995116,1976543,1253214,76673333,2017/09/27,
신흥에스이씨(주),243840,2016/12,99623581,45887586,7108163,4477569,100094144,2017/09/27,
신흥에스이씨(주),243840,2017/12,150908772,69755419,9945734,5750243,133136215,2017/09/27,
신흥에스이씨(주),243840,2018/12,272610411,83940192,14132765,9620250,215388514,2017/09/27,
신흥에스이씨(주),243840,2019/12,335398061,101530419,20187914,16029010,239492755,2017/09/27,
신흥에스이씨(주),243840,2020/12,357499546,129726756,26650906,18309063,280068290,2017/09/27,
쌍용건설(주),012650,2011/12,1729703411,300585411,-136880797,-145192094,1823469864,1993/01/28,2014/04/11
쌍용건설(주),012650,2012/12,1309613626,-127083413,-159562334,-413370054,1721291419,1993/01/28,2014/04/11
쌍용건설(주),012650,2013/12,900796304,-542969367,-173611963,-608297040,1654994955,1993/01/28,2014/04/11
쌍용씨앤이(주),003410,2011/12,3139163006,1123336235,72484555,-36409278,1855119414,1975/05/03,
쌍용씨앤이(주),003410,2012/12,3163501918,1152382851,143609257,39630734,1991040326,1975/05/03,
쌍용씨앤이(주),003410,2013/12,3074311199,1196035450,138119579,44142442,2060729706,1975/05/03,
쌍용씨앤이(주),003410,2014/12,3003332756,1283362547,162311620,103046791,2020704533,1975/05/03,
쌍용씨앤이(주),003410,2015/12,2934452674,1348260472,220632839,77052940,2092899079,1975/05/03,
쌍용씨앤이(주),003410,2016/12,3216246977,1814024059,261750357,175111077,2059716936,1975/05/03,
쌍용씨앤이(주),003410,2017/12,3501201890,2021065477,250948256,301222758,1517139637,1975/05/03,
쌍용씨앤이(주),003410,2018/12,3429268015,1979598359,246949393,146995091,1509985105,1975/05/03,
쌍용씨앤이(주),003410,2019/12,3328814818,1802502739,228410595,131557147,1538480683,1975/05/03,
쌍용씨앤이(주),003410,2020/12,3326801073,1689681756,250161895,138181425,1470799174,1975/05/03,
쌍용자동차(주),003620,2011/12,1793566987,906062636,-153363001,-112802429,2787680195,1975/05/21,
쌍용자동차(주),003620,2012/12,1850490369,800662716,-98120587,-105926820,2874145561,1975/05/21,
쌍용자동차(주),003620,2013/12,2117625486,884197864,-8947754,-2397791,3484870546,1975/05/21,
쌍용자동차(주),003620,2014/12,1968431989,777383966,-76937585,-50918592,3326589426,1975/05/21,
쌍용자동차(주),003620,2015/12,2039197713,717055178,-35811794,-61942174,3390065197,1975/05/21,
쌍용자동차(주),003620,2016/12,2163423180,812693926,27994070,58102501,3628536546,1975/05/21,
쌍용자동차(주),003620,2017/12,2248018874,775154924,-65275806,-65821199,3494637644,1975/05/21,
쌍용자동차(주),003620,2018/12,2205642066,693288420,-64175997,-61838227,3704793546,1975/05/21,
쌍용자동차(주),003620,2019/12,2019207143,403123557,-281905360,-341364140,3623882266,1975/05/21,
쌍용자동차(주),003620,2020/12,1768628571,-88122116,-449388657,-504340967,2950180719,1975/05/21,
쌍용정보통신(주),010280,2011/12,102473997,39357488,4797999,4574754,224450339,2000/04/14,
쌍용정보통신(주),010280,2012/12,123897398,43737010,4684526,4993286,196491282,2000/04/14,
쌍용정보통신(주),010280,2013/12,113415107,47205303,637665,3067551,185137548,2000/04/14,
쌍용정보통신(주),010280,2014/12,93198148,34531877,-10057414,-11015508,179994282,2000/04/14,
쌍용정보통신(주),010280,2015/12,101443752,28981502,-7182968,-5877503,182475891,2000/04/14,
쌍용정보통신(주),010280,2016/12,103565842,28519598,-1732047,-1811994,219554946,2000/04/14,
쌍용정보통신(주),010280,2017/12,75526227,26564589,-6691632,-5120556,146075534,2000/04/14,
쌍용정보통신(주),010280,2018/12,78742928,44086970,2902178,17695621,123316260,2000/04/14,
쌍용정보통신(주),010280,2019/12,82441725,44323738,458756,1308564,108259896,2000/04/14,
쌍용정보통신(주),010280,2020/12,114259692,27827147,-10519360,-13467967,119957540,2000/04/14,
써니전자(주),004770,2011/12,39869427,19627404,-5163377,-5682426,27011294,1987/04/22,
써니전자(주),004770,2012/12,33690475,18514040,-5609806,-6442315,26449568,1987/04/22,
써니전자(주),004770,2013/12,28523761,14694998,-3170866,-3866465,25561721,1987/04/22,
써니전자(주),004770,2014/12,30412762,25877209,-138950,-737649,26032659,1987/04/22,
써니전자(주),004770,2015/12,41052607,28123395,419595,2079070,23185583,1987/04/22,
써니전자(주),004770,2016/12,41114893,35475643,1255896,1090101,20833879,1987/04/22,
써니전자(주),004770,2017/12,40388929,38294393,1329514,1035405,18693165,1987/04/22,
써니전자(주),004770,2018/12,54612565,42118496,646411,3790431,18683985,1987/04/22,
써니전자(주),004770,2019/12,61496543,53879294,4223142,614760,25615579,1987/04/22,
써니전자(주),004770,2020/12,65431757,63829433,1200510,5837867,16423124,1987/04/22,
씨비아이(주),013720,2011/12,,,,,,1993/12/29,
씨비아이(주),013720,2012/12,,,,,,1993/12/29,
씨비아이(주),013720,2013/12,,,,,,1993/12/29,
씨비아이(주),013720,2014/12,,,,,,1993/12/29,
씨비아이(주),013720,2015/12,,,,,,1993/12/29,
씨비아이(주),013720,2016/12,,,,,,1993/12/29,
씨비아이(주),013720,2017/12,,,,,,1993/12/29,
씨비아이(주),013720,2018/12,,,,,,1993/12/29,
씨비아이(주),013720,2019/12,,,,,,1993/12/29,
씨비아이(주),013720,2020/12,,,,,,1993/12/29,
씨아이에스(주),144630,2011/12,,,,,,2014/04/25,2017/01/20
씨아이에스(주),144630,2012/12,,,,,,2014/04/25,2017/01/20
씨아이에스(주),144630,2013/12,,,,,,2014/04/25,2017/01/20
씨아이에스(주),144630,2014/12,,,,,,2014/04/25,2017/01/20
씨아이에스(주),144630,2015/12,66880354,25801724,1340183,1568146,14385508,2014/04/25,2017/01/20
씨아이에스(주),222080,2015/12,,,,,,2015/09/02,
씨아이에스(주),222080,2016/12,,,,,,2015/09/02,
씨아이에스(주),222080,2017/12,110587839,47184013,-4801638,-7505798,26122124,2015/09/02,
씨아이에스(주),222080,2018/12,167266427,38674747,-12072372,-8379273,43594446,2015/09/02,
씨아이에스(주),222080,2019/12,,,,,,2015/09/02,
씨아이에스(주),222080,2020/12,,,,,,2015/09/02,
씨앤지하이테크(주),264660,2011/12,,,,,,2018/01/25,
씨앤지하이테크(주),264660,2012/12,,,,,,2018/01/25,
씨앤지하이테크(주),264660,2013/12,,,,,,2018/01/25,
씨앤지하이테크(주),264660,2014/12,,,,,,2018/01/25,
씨앤지하이테크(주),264660,2015/12,,,,,,2018/01/25,
씨앤지하이테크(주),264660,2016/12,,,,,,2018/01/25,
씨앤지하이테크(주),264660,2017/12,,,,,,2018/01/25,
씨앤지하이테크(주),264660,2018/12,,,,,,2018/01/25,
씨앤지하이테크(주),264660,2019/12,,,,,,2018/01/25,
씨앤지하이테크(주),264660,2020/12,,,,,,2018/01/25,
씨앤티85(주),056730,2011/12,46325804,30988738,5953724,2844431,42683378,2002/01/04,
씨앤티85(주),056730,2012/12,49923516,27606342,-2367513,-3954081,19320217,2002/01/04,
씨앤티85(주),056730,2013/12,36727459,9732284,-5869435,-17790508,15285108,2002/01/04,
씨앤티85(주),056730,2014/12,31458236,8307689,-2225136,-6863407,6132574,2002/01/04,
씨앤티85(주),056730,2015/12,37746983,17758963,1137938,-10291042,18838071,2002/01/04,
씨앤티85(주),056730,2016/12,,,,,,2002/01/04,
씨앤티85(주),056730,2017/12,68752872,32772455,237447,-21521311,17293995,2002/01/04,
씨앤티85(주),056730,2018/12,76472655,31210022,-5210714,-20677632,15491234,2002/01/04,
씨앤티85(주),056730,2019/12,28192798,-3134807,-3504602,-31395316,7220575,2002/01/04,
씨앤티85(주),056730,2020/12,,,,,,2002/01/04,
씨에스베어링(주),297090,2011/12,,,,,,2019/11/21,
씨에스베어링(주),297090,2012/12,,,,,,2019/11/21,
씨에스베어링(주),297090,2013/12,,,,,,2019/11/21,
씨에스베어링(주),297090,2014/12,,,,,,2019/11/21,
씨에스베어링(주),297090,2015/12,,,,,,2019/11/21,
씨에스베어링(주),297090,2016/12,,,,,,2019/11/21,
씨에스베어링(주),297090,2017/12,,,,,,2019/11/21,
씨에스베어링(주),297090,2018/12,,,,,,2019/11/21,
씨에스베어링(주),297090,2019/12,107990241,45235104,10268373,6096348,102573702,2019/11/21,
씨에스베어링(주),297090,2020/12,127509422,51463597,9507017,5712595,103520356,2019/11/21,
씨에스윈드(주),112610,2011/12,342549805,111181299,7716650,1018266,182342953,2014/11/27,
씨에스윈드(주),112610,2012/12,280432095,115285421,17440546,14217281,317920475,2014/11/27,
씨에스윈드(주),112610,2013/12,267529586,136183718,35409840,26861127,296487690,2014/11/27,
씨에스윈드(주),112610,2014/12,370941511,297504149,68825396,57143163,329233141,2014/11/27,
씨에스윈드(주),112610,2015/12,391992573,325684462,36429288,21382774,297142616,2014/11/27,
씨에스윈드(주),112610,2016/12,385686829,298629137,-23668533,-17243618,311217961,2014/11/27,
씨에스윈드(주),112610,2017/12,387936614,301878272,35407118,38951796,312226959,2014/11/27,
씨에스윈드(주),112610,2018/12,606391654,318515263,32744639,7055959,502207596,2014/11/27,
씨에스윈드(주),112610,2019/12,735606529,369834047,60135938,34682367,799390727,2014/11/27,
씨에스윈드(주),112610,2020/12,880657689,443528737,97574462,33598766,969066820,2014/11/27,
씨유테크(주),376290,2011/12,,,,,,2021/10/08,
씨유테크(주),376290,2012/12,,,,,,2021/10/08,
씨유테크(주),376290,2013/12,,,,,,2021/10/08,
씨유테크(주),376290,2014/12,,,,,,2021/10/08,
씨유테크(주),376290,2015/12,,,,,,2021/10/08,
씨유테크(주),376290,2016/12,,,,,,2021/10/08,
씨유테크(주),376290,2017/12,,,,,,2021/10/08,
씨유테크(주),376290,2018/12,,,,,,2021/10/08,
씨유테크(주),376290,2019/12,,,,,,2021/10/08,
씨유테크(주),376290,2020/12,93251684,62425648,16035637,10598486,221698069,2021/10/08,
씨제이(주),001040,2011/12,19656075093,7564033559,907570882,736148645,13271073391,1973/06/29,
씨제이(주),001040,2012/12,21385040866,8384058189,1062972105,570256610,17628388035,1973/06/29,
씨제이(주),001040,2013/12,22123704854,8600945342,786067040,322608337,18851698863,1973/06/29,
씨제이(주),001040,2014/12,23039318812,9069874509,1003117885,508633144,19572301244,1973/06/29,
씨제이(주),001040,2015/12,23562143506,9863456028,1225330266,551115547,21166707211,1973/06/29,
씨제이(주),001040,2016/12,27009587950,11254449703,1252913231,569823382,23954197397,1973/06/29,
씨제이(주),001040,2017/12,29325383064,11992168809,1325955339,1137728417,26898599989,1973/06/29,
씨제이(주),001040,2018/12,31729548648,12521810245,1332475208,880027278,29523435477,1973/06/29,
씨제이(주),001040,2019/12,40381364593,14615084935,1509154524,323842817,33779706665,1973/06/29,
씨제이(주),001040,2020/12,40024965069,15396226075,1390340166,204007798,31999102947,1973/06/29,
씨제이대한통운(주),000120,2011/12,3595163312,2264692626,122785007,80994345,2587848423,1956/03/03,
씨제이대한통운(주),000120,2012/12,3669501369,2328062550,128984754,69571921,2773220576,1956/03/03,
씨제이대한통운(주),000120,2013/12,4608720687,2248207446,64177360,-60061094,3795045156,1956/03/03,
씨제이대한통운(주),000120,2014/12,4542856099,2280660483,167079481,59451740,4560087295,1956/03/03,
씨제이대한통운(주),000120,2015/12,4500489064,2371705068,186633718,48984004,5055766404,1956/03/03,
씨제이대한통운(주),000120,2016/12,5521193039,2739265218,228444490,68210131,6081945642,1956/03/03,
씨제이대한통운(주),000120,2017/12,6308948690,2782737758,235651420,38887844,7110391208,1956/03/03,
씨제이대한통운(주),000120,2018/12,7868566775,3130737840,242686926,66600069,9219680477,1956/03/03,
씨제이대한통운(주),000120,2019/12,9110016110,3655245272,307186346,50889855,10415108626,1956/03/03,
씨제이대한통운(주),000120,2020/12,9643498960,4039942262,325337561,142623241,10781127150,1956/03/03,
씨제이바이오사이언스(주),311690,2015/12,4969557,3700204,-2586383,-1449953,2863853,2019/12/26,
씨제이바이오사이언스(주),311690,2016/12,17013465,15283293,-2179994,-2586742,2997497,2019/12/26,
씨제이바이오사이언스(주),311690,2017/12,14987693,13162521,-2617994,-2362839,3672571,2019/12/26,
씨제이바이오사이언스(주),311690,2018/12,12834446,10777243,-3406324,-3134950,3924040,2019/12/26,
씨제이바이오사이언스(주),311690,2019/12,33741415,30854647,-4518862,-4345714,4783223,2019/12/26,
씨제이바이오사이언스(주),311690,2020/12,73362425,34484069,-8513223,-8762587,5311547,2019/12/26,
씨제이씨지브이(주),079160,2011/12,933435854,307781211,41179708,14966748,628506137,2004/12/24,
씨제이씨지브이(주),079160,2012/12,1007974719,347996634,55178685,54984006,779332695,2004/12/24,
씨제이씨지브이(주),079160,2013/12,1099174954,378632397,51515851,12131845,915929692,2004/12/24,
씨제이씨지브이(주),079160,2014/12,1254918923,391178960,52082728,16019849,1039295973,2004/12/24,
씨제이씨지브이(주),079160,2015/12,1417577427,445170180,66899399,52199239,1193516367,2004/12/24,
씨제이씨지브이(주),079160,2016/12,2541773014,920480929,70336754,5621660,1432245447,2004/12/24,
씨제이씨지브이(주),079160,2017/12,2460100846,777662561,86242893,10036369,1714387173,2004/12/24,
씨제이씨지브이(주),079160,2018/12,2234185993,550280680,77706739,-188541087,1769356467,2004/12/24,
씨제이씨지브이(주),079160,2019/12,4524046865,601109897,121975391,-239075348,1942279329,2004/12/24,
씨제이씨지브이(주),079160,2020/12,4354856896,287885111,-388660291,-751648434,583443792,2004/12/24,
씨제이씨푸드(주),011150,2011/12,81363764,33421151,4828339,4066803,135743012,1988/11/26,
씨제이씨푸드(주),011150,2012/12,,,,,,1988/11/26,
씨제이씨푸드(주),011150,2013/12,,,,,,1988/11/26,
씨제이씨푸드(주),011150,2014/12,,,,,,1988/11/26,
씨제이씨푸드(주),011150,2015/12,,,,,,1988/11/26,
씨제이씨푸드(주),011150,2016/12,,,,,,1988/11/26,
씨제이씨푸드(주),011150,2017/12,,,,,,1988/11/26,
씨제이씨푸드(주),011150,2018/12,,,,,,1988/11/26,
씨제이씨푸드(주),011150,2019/12,,,,,,1988/11/26,
씨제이씨푸드(주),011150,2020/12,,,,,,1988/11/26,
씨제이이앤엠(주),130960,2011/12,2050921028,1222263810,70136382,58686359,1143147595,2010/10/15,2018/07/18
씨제이이앤엠(주),130960,2012/12,2090977463,1276545575,38946918,23258960,1394584895,2010/10/15,2018/07/18
씨제이이앤엠(주),130960,2013/12,2211943133,1274773101,58465620,937789,1716055901,2010/10/15,2018/07/18
씨제이이앤엠(주),130960,2014/12,2357385524,1505703408,-12648421,233417605,1232665332,2010/10/15,2018/07/18
씨제이이앤엠(주),130960,2015/12,2364855622,1560082335,52675810,52920340,1347313885,2010/10/15,2018/07/18
씨제이이앤엠(주),130960,2016/12,2792954984,1615529616,27971484,60857853,1538423391,2010/10/15,2018/07/18
씨제이이앤엠(주),130960,2017/12,3758919985,2248700768,63164415,421948666,1750120615,2010/10/15,2018/07/18
씨제이제일제당(주),097950,2011/12,11339519300,4696473696,454109237,314022590,6538208074,2007/09/28,
씨제이제일제당(주),097950,2012/12,12363882660,5221034944,615528667,310715670,9877532183,2007/09/28,
씨제이제일제당(주),097950,2013/12,13004490092,4812579108,345479026,71061595,10847718244,2007/09/28,
씨제이제일제당(주),097950,2014/12,13382531013,4949880431,579930251,137851320,11701797228,2007/09/28,
씨제이제일제당(주),097950,2015/12,13751265058,5385233285,751413820,253666762,12924472295,2007/09/28,
씨제이제일제당(주),097950,2016/12,15766238539,6060476866,843638184,353548750,14563257246,2007/09/28,
씨제이제일제당(주),097950,2017/12,16868123895,6143853335,776575241,412797743,16477174023,2007/09/28,
씨제이제일제당(주),097950,2018/12,19497022884,7308212090,832709680,925388625,18670059989,2007/09/28,
씨제이제일제당(주),097950,2019/12,26280632351,9481480420,896857873,191028303,22352462296,2007/09/28,
씨제이제일제당(주),097950,2020/12,25611892185,10166438997,1359551440,786425538,24245725654,2007/09/28,
씨제이프레시웨이(주),051500,2011/12,427932709,102401932,24596977,17138533,1602605922,2001/07/26,
씨제이프레시웨이(주),051500,2012/12,649944915,140743624,26676984,11668445,1872726969,2001/07/26,
씨제이프레시웨이(주),051500,2013/12,596963916,183064327,8482636,-13991665,1876931463,2001/07/26,
씨제이프레시웨이(주),051500,2014/12,673101686,195316850,27253640,9333504,1795277457,2001/07/26,
씨제이프레시웨이(주),051500,2015/12,758801848,205506102,31478229,6653752,2072357920,2001/07/26,
씨제이프레시웨이(주),051500,2016/12,850536447,242045334,21029157,-5848857,2327923602,2001/07/26,
씨제이프레시웨이(주),051500,2017/12,902641812,235476817,43879878,1210149,2504409846,2001/07/26,
씨제이프레시웨이(주),051500,2018/12,917344534,252868276,50659237,16703749,2828072307,2001/07/26,
씨제이프레시웨이(주),051500,2019/12,1181663153,289133414,58075352,9587493,3055080974,2001/07/26,
씨제이프레시웨이(주),051500,2020/12,1122778703,286235381,-3545694,-42517697,2478528728,2001/07/26,
씨큐브(주),101240,2011/12,,,,,,2011/11/08,
씨큐브(주),101240,2012/12,,,,,,2011/11/08,
씨큐브(주),101240,2013/12,,,,,,2011/11/08,
씨큐브(주),101240,2014/12,,,,,,2011/11/08,
씨큐브(주),101240,2015/12,,,,,,2011/11/08,
씨큐브(주),101240,2016/12,,,,,,2011/11/08,
씨큐브(주),101240,2017/12,,,,,,2011/11/08,
씨큐브(주),101240,2018/12,,,,,,2011/11/08,
씨큐브(주),101240,2019/12,,,,,,2011/11/08,
씨큐브(주),101240,2020/12,,,,,,2011/11/08,
아남전자(주),008700,2011/12,133659153,69110992,444058,744246,139506832,1984/08/11,
아남전자(주),008700,2012/12,120449652,67438682,-512267,-3766890,135849992,1984/08/11,
아남전자(주),008700,2013/12,125501318,71622943,263673,4058116,134219194,1984/08/11,
아남전자(주),008700,2014/12,156866199,68842276,-1211392,-2693439,146493097,1984/08/11,
아남전자(주),008700,2015/12,167181556,68599666,-8132673,3087885,155608325,1984/08/11,
아남전자(주),008700,2016/12,160088982,70643534,4870174,2824658,167580069,1984/08/11,
아남전자(주),008700,2017/12,139789131,69286256,3516197,-1729679,176293774,1984/08/11,
아남전자(주),008700,2018/12,139496189,54955848,-11967388,-13944144,192311895,1984/08/11,
