회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),자본(*)(요약)(IFRS)(백만원),부가가치(IFRS)(백만원),유형자산(요약)(IFRS)(백만원),기계장치(IFRS)(천원),(감가상각누계액)(IFRS)(천원),자산(*)(요약)(IFRS)(백만원),상장일,상장폐지일
알에프에이치아이씨(주),218410,2018/12,44922715,156583,38533.33,31128,17095090,11658808,223785,2015/06/30,
알에프에이치아이씨(주),218410,2019/12,26260170,199116,32638.9,35554,24460287,14461248,240101,2015/06/30,
알에프에이치아이씨(주),218410,2020/12,-24144351,197048,14599.6,53360,25337812,17515788,267960,2015/06/30,
압타바이오(주),293780,2016/12,,,,,,,,2019/06/12,
압타바이오(주),293780,2017/12,,,,,,,,2019/06/12,
압타바이오(주),293780,2018/12,-1748760,18312,-2749.33,287,0,0,20328,2019/06/12,
압타바이오(주),293780,2019/12,-6002025,75155,-5530.96,3947,209000,27362,77404,2019/06/12,
압타바이오(주),293780,2020/12,-3785407,72040,-3557.42,4826,398222,146101,75444,2019/06/12,
애경산업(주),018250,2011/12,,,,,,,,2018/03/22,
애경산업(주),018250,2012/12,,,,,,,,2018/03/22,
애경산업(주),018250,2013/12,,,,,,,,2018/03/22,
애경산업(주),018250,2014/12,,,,,,,,2018/03/22,
애경산업(주),018250,2015/12,40193636,69806,91523.41,56353,50998846,42558856,192619,2018/03/22,
애경산업(주),018250,2016/12,53493310,86819,101410.94,59510,55333723,44701321,217135,2018/03/22,
애경산업(주),018250,2017/12,-6605713,118155,128328.13,64493,59065684,47215631,220820,2018/03/22,
애경산업(주),018250,2018/12,38405776,308201,162871.93,90310,16495964,0,406656,2018/03/22,
애경산업(주),018250,2019/12,29431958,336768,148764.33,102304,17291150,0,448167,2018/03/22,
애경산업(주),018250,2020/12,17715562,331526,108232.14,132918,19105548,0,431493,2018/03/22,
애경케미칼(주),161000,2012/12,1198901,130420,,113177,109005131,81102167,370044,2012/09/17,
애경케미칼(주),161000,2013/12,42939454,162738,69329.9,113131,124887273,85677473,368197,2012/09/17,
애경케미칼(주),161000,2014/12,15337866,184141,63908.37,112006,139028216,89353939,354350,2012/09/17,
애경케미칼(주),161000,2015/12,76377689,205066,55000.41,108076,141643602,94300166,298352,2012/09/17,
애경케미칼(주),161000,2016/12,59767916,246944,90493.96,104514,142692859,99368018,370056,2012/09/17,
애경케미칼(주),161000,2017/12,37567898,296530,114128.81,106585,146979242,104420784,418396,2012/09/17,
애경케미칼(주),161000,2018/12,56718997,324985,81331.38,130294,58816629,0,434503,2012/09/17,
애경케미칼(주),161000,2019/12,68021863,361912,78352.15,130124,171736584,116333243,451673,2012/09/17,
애경케미칼(주),161000,2020/12,55983076,388486,85678.12,174578,178151051,123023001,477274,2012/09/17,
애니젠(주),196300,2011/12,,,,,,,,2016/12/07,
애니젠(주),196300,2012/12,147222,1871,1274.2,2895,4115179,1775817,9212,2016/12/07,
애니젠(주),196300,2013/12,1424320,2823,1869.19,2898,4391045,2167219,11197,2016/12/07,
애니젠(주),196300,2014/12,857340,4858,1561.83,2709,4687481,2596005,11745,2016/12/07,
애니젠(주),196300,2015/12,-1018495,3096,-421.58,2325,4994131,3058061,10499,2016/12/07,
애니젠(주),196300,2016/12,-27710,23033,705.36,2023,5106127,3530544,24309,2016/12/07,
애니젠(주),196300,2017/12,1188559,23900,3105.79,9737,5840360,3674539,25434,2016/12/07,
애니젠(주),196300,2018/12,-2032959,21394,-3604.83,19190,6431378,4395597,35424,2016/12/07,
애니젠(주),196300,2019/12,-737368,14993,-138.23,18967,13528491,6023958,30732,2016/12/07,
애니젠(주),196300,2020/12,-48277,12245,3730.13,17923,13685496,7082678,31237,2016/12/07,
애머릿지코퍼레이션,900100,2011/12,-7556137,20797,7433.71,1879,1487096,999789,52620,2010/04/21,
애머릿지코퍼레이션,900100,2012/12,5634097,13370,649.52,1939,1840392,1104023,41046,2010/04/21,
애머릿지코퍼레이션,900100,2013/12,-1722989,-663,-5253.8,2013,2178721,1362344,26858,2010/04/21,
애머릿지코퍼레이션,900100,2014/12,827720,3699,11111.08,1897,2392075,1722244,27782,2010/04/21,
애머릿지코퍼레이션,900100,2015/12,2047860,17138,3388.65,14183,2580350,2132620,61686,2010/04/21,
애머릿지코퍼레이션,900100,2016/12,-8202555,30372,-4797.88,2422,3586994,2539081,72097,2010/04/21,
애머릿지코퍼레이션,900100,2017/12,-8571872,56185,-11113.5,1133,3071893,2512837,78382,2010/04/21,
애머릿지코퍼레이션,900100,2018/12,7774997,69291,-7168.94,0,0,0,96334,2010/04/21,
애머릿지코퍼레이션,900100,2019/12,-4293702,54748,-31291.16,29858,0,0,126984,2010/04/21,
애머릿지코퍼레이션,900100,2020/12,6889409,21140,1880.99,25478,0,0,59850,2010/04/21,
앱클론(주),174900,2013/12,-1079438,-600,,390,604623,240535,6106,2017/09/18,
앱클론(주),174900,2014/12,-1480721,-2482,-1219.8,309,696859,374740,4366,2017/09/18,
앱클론(주),174900,2015/12,-2201286,13153,-7742.78,3471,1139478,553637,16013,2017/09/18,
앱클론(주),174900,2016/12,-204923,11979,583.88,3240,1180278,737026,16010,2017/09/18,
앱클론(주),174900,2017/12,-1114753,17392,645.88,3035,1238437,905504,20865,2017/09/18,
앱클론(주),174900,2018/12,3714897,18699,448.96,5085,1518061,1069778,28704,2017/09/18,
앱클론(주),174900,2019/12,-449877,35378,7009.35,15225,2366781,1320349,46968,2017/09/18,
앱클론(주),174900,2020/12,-5648350,29329,-3339.31,17891,4719158,1934290,40130,2017/09/18,
어보브반도체(주),102120,2011/12,3400588,50340,6432.35,746,426414,0,61813,2009/06/05,
어보브반도체(주),102120,2012/12,4861997,53305,8686.75,769,506008,0,64374,2009/06/05,
어보브반도체(주),102120,2013/12,10409771,64388,15513.54,963,556321,0,80586,2009/06/05,
어보브반도체(주),102120,2014/12,11108724,69900,13937.1,3286,960103,0,87250,2009/06/05,
어보브반도체(주),102120,2015/12,12804285,75022,14772.63,3030,882551,0,91267,2009/06/05,
어보브반도체(주),102120,2016/12,14977978,81178,15119.74,3077,1163398,0,99845,2009/06/05,
어보브반도체(주),102120,2017/12,6176612,74391,3503.84,2721,1091642,0,90192,2009/06/05,
어보브반도체(주),102120,2018/12,11684664,79127,17951.95,2336,937693,0,95330,2009/06/05,
어보브반도체(주),102120,2019/12,18028223,90963,33610.7,2359,816125,0,110720,2009/06/05,
어보브반도체(주),102120,2020/12,21089614,101030,34831.4,2588,673400,0,139611,2009/06/05,
어울림네트웍스(주),042820,2011/12,-1081373,5007,-26312.22,1532,255488,241073,14227,2000/07/11,2012/11/17
어울림엘시스(주),033280,2011/12,-727,5383,-19834.64,715,0,0,9578,1997/11/10,2012/09/11
어울림정보기술(주),038320,2011/12,-3455823,5604,-14023.74,1261,0,0,14621,2002/04/23,2012/09/08
에버테크노(주),070480,2011/12,-8585687,58942,22249.65,29935,1334620,500004,117989,2007/05/22,2014/07/17
에버테크노(주),070480,2012/12,3246042,29004,-13692.1,32471,5265511,953500,86400,2007/05/22,2014/07/17
에버테크노(주),070480,2013/12,1458930,1389,-11674.48,31402,5167272,1047850,57835,2007/05/22,2014/07/17
에브리봇(주),270660,2015/12,,,,,,,,2021/07/28,
에브리봇(주),270660,2016/12,,,,,,,,2021/07/28,
에브리봇(주),270660,2017/12,,,,,,,,2021/07/28,
에브리봇(주),270660,2018/12,,,,,,,,2021/07/28,
에브리봇(주),270660,2019/12,,,,,,,,2021/07/28,
에브리봇(주),270660,2020/12,6143122,16966,3115.96,8813,833788,713059,30631,2021/07/28,
에스넷시스템(주),038680,2011/12,9328126,56898,16775.4,864,109373,109366,84853,2000/04/27,
에스넷시스템(주),038680,2012/12,-3270244,57527,16627.8,14119,0,0,85394,2000/04/27,
에스넷시스템(주),038680,2013/12,14597085,59865,18446.49,13946,0,0,99647,2000/04/27,
에스넷시스템(주),038680,2014/12,-22513914,61902,20689.44,14088,0,0,104601,2000/04/27,
에스넷시스템(주),038680,2015/12,13504769,61117,19677.02,14252,0,0,101513,2000/04/27,
에스넷시스템(주),038680,2016/12,1136778,59475,14989.24,1331,0,0,97731,2000/04/27,
에스넷시스템(주),038680,2017/12,626387,59829,16983.68,1464,0,0,112587,2000/04/27,
에스넷시스템(주),038680,2018/12,2857408,66436,30733.32,1244,0,0,110029,2000/04/27,
에스넷시스템(주),038680,2019/12,-6150641,66151,27205.1,1280,0,0,125733,2000/04/27,
에스넷시스템(주),038680,2020/12,-7595819,61168,23321.74,1144,0,0,155578,2000/04/27,
에스디바이오센서(주),137310,2011/12,,,,,,,,2021/07/16,
에스디바이오센서(주),137310,2012/12,,,,,,,,2021/07/16,
에스디바이오센서(주),137310,2013/12,,,,,,,,2021/07/16,
에스디바이오센서(주),137310,2014/12,,,,,,,,2021/07/16,
에스디바이오센서(주),137310,2015/12,,,,,,,,2021/07/16,
에스디바이오센서(주),137310,2016/12,,,,,,,,2021/07/16,
에스디바이오센서(주),137310,2017/12,,,,,,,,2021/07/16,
에스디바이오센서(주),137310,2018/12,,,,,,,,2021/07/16,
에스디바이오센서(주),137310,2019/12,,,,,,,,2021/07/16,
에스디바이오센서(주),137310,2020/12,477710718,721523,703693.41,99077,35447288,14802562,1347396,2021/07/16,
에스디엔(주),099220,2011/12,-8003989,63133,21014.04,32184,10938793,1717395,183178,2009/05/19,
에스디엔(주),099220,2012/12,28289886,38373,-10875.94,29551,10938793,2625314,116094,2009/05/19,
에스디엔(주),099220,2013/12,11501220,44884,6990.04,25451,10938793,3533235,101129,2009/05/19,
에스디엔(주),099220,2014/12,694497,41379,3092.99,24463,10938793,4284595,94283,2009/05/19,
에스디엔(주),099220,2015/12,3068826,45820,9818.58,23274,10938793,5035955,92589,2009/05/19,
에스디엔(주),099220,2016/12,422537,46148,6450.74,23493,11636009,5800926,88416,2009/05/19,
에스디엔(주),099220,2017/12,-6628316,51072,7253.07,22365,11636009,6610155,101150,2009/05/19,
에스디엔(주),099220,2018/12,-221294,63400,8094.28,21782,11863413,7433278,106896,2009/05/19,
에스디엔(주),099220,2019/12,6987028,73820,10554.66,30164,12090485,8280229,126744,2009/05/19,
에스디엔(주),099220,2020/12,9993930,88117,11541.05,31648,12090485,9127179,151651,2009/05/19,
에스맥(주),097780,2011/12,-14217601,80429,50161.6,28416,11995063,4373941,154809,2008/01/23,
에스맥(주),097780,2012/12,65768084,103572,46549.96,57901,18851434,6676814,181397,2008/01/23,
에스맥(주),097780,2013/12,34980126,135610,61479.57,82574,39092460,11147364,225124,2008/01/23,
에스맥(주),097780,2014/12,10252961,119625,8941.81,76279,54344585,16608193,169311,2008/01/23,
에스맥(주),097780,2015/12,-9595454,69442,-27141.35,45449,52837383,24417167,113136,2008/01/23,
에스맥(주),097780,2016/12,28448929,108041,22512.34,35349,49634886,28714765,183300,2008/01/23,
에스맥(주),097780,2017/12,2308830,134568,13536.57,25855,6365037,0,182116,2008/01/23,
에스맥(주),097780,2018/12,15580334,219660,13584.65,17664,130999,0,283573,2008/01/23,
에스맥(주),097780,2019/12,-9503844,210968,-8398.55,19827,2180191,0,282923,2008/01/23,
에스맥(주),097780,2020/12,47056310,261212,18114.69,19747,2599066,0,290903,2008/01/23,
에스비더블유생명과학(주),151910,2011/12,941549,10405,10633.84,15925,11074664,1785252,49411,2012/08/02,
에스비더블유생명과학(주),151910,2012/12,-494763,34968,15236.41,29507,18442415,3355803,88735,2012/08/02,
에스비더블유생명과학(주),151910,2013/12,8434108,56896,24087.17,57837,39491015,6780084,156839,2012/08/02,
에스비더블유생명과학(주),151910,2014/12,-17501027,60952,23692.98,61487,45046093,11197611,176213,2012/08/02,
에스비더블유생명과학(주),151910,2015/12,-1694195,41397,12581.36,59975,49842988,16251292,186182,2012/08/02,
에스비더블유생명과학(주),151910,2016/12,-6451095,46283,52248.15,41252,47956972,19489490,73487,2012/08/02,
에스비더블유생명과학(주),151910,2017/12,-23373756,45249,-6531.65,31350,45574537,20811937,80561,2012/08/02,
에스비더블유생명과학(주),151910,2018/12,-5845348,44363,9165.23,17424,24301070,12265162,85786,2012/08/02,
에스비더블유생명과학(주),151910,2019/12,133467,50580,-6889.38,12378,20801863,12717454,99735,2012/08/02,
에스비더블유생명과학(주),151910,2020/12,1463664,43921,-2031.5,9784,13506317,9347770,82095,2012/08/02,
에스씨아이평가정보(주),036120,2011/12,2786272,12328,-3417.17,1885,0,0,17657,1999/12/07,
에스씨아이평가정보(주),036120,2012/12,165495,12644,13879.13,1460,0,0,16655,1999/12/07,
에스씨아이평가정보(주),036120,2013/12,1605899,13195,12742.31,1169,0,0,17466,1999/12/07,
에스씨아이평가정보(주),036120,2014/12,64770,13356,12237.03,1124,0,0,17360,1999/12/07,
에스씨아이평가정보(주),036120,2015/12,2436565,14072,12954.86,890,0,0,17957,1999/12/07,
에스씨아이평가정보(주),036120,2016/12,2943375,15178,12243.06,1240,0,0,19035,1999/12/07,
에스씨아이평가정보(주),036120,2017/12,2336282,16171,16708.78,1148,0,0,20662,1999/12/07,
에스씨아이평가정보(주),036120,2018/12,2467687,18694,20966.47,997,0,0,23251,1999/12/07,
에스씨아이평가정보(주),036120,2019/12,8458309,23103,21717.37,2293,0,0,30536,1999/12/07,
에스씨아이평가정보(주),036120,2020/12,8333269,26571,23526.74,2684,0,0,33811,1999/12/07,
에스씨엠생명과학(주),298060,2015/12,-2233778,-3280,,169,118104,12990,5090,2020/06/17,
에스씨엠생명과학(주),298060,2016/12,-3658519,-7112,-1636.17,793,702653,101639,11330,2020/06/17,
에스씨엠생명과학(주),298060,2017/12,-4987014,-8670,1689.77,843,856692,267283,6440,2020/06/17,
에스씨엠생명과학(주),298060,2018/12,-6561859,-44599,-33562.76,1369,1403219,486176,43857,2020/06/17,
에스씨엠생명과학(주),298060,2019/12,-8422167,16851,-32688.73,11266,2115610,892342,41037,2020/06/17,
에스씨엠생명과학(주),298060,2020/12,-10890028,63079,399.12,11544,2269266,1313019,76292,2020/06/17,
에스에스씨피(주),071660,2011/12,-78125084,278567,15739.1,100361,69148204,28868932,577327,2005/10/18,2012/09/29
에스엔유프리시젼(주),080000,2011/12,10537189,98910,278.66,46945,3537332,0,157944,2005/01/25,
에스엔유프리시젼(주),080000,2012/12,-11915134,72941,-6733.58,35740,4593812,0,124908,2005/01/25,
에스엔유프리시젼(주),080000,2013/12,7304199,81098,28231.7,34976,3424970,0,132156,2005/01/25,
에스엔유프리시젼(주),080000,2014/12,-2915060,68212,9720.25,33725,11339254,9080147,127267,2005/01/25,
에스엔유프리시젼(주),080000,2015/12,7937793,69722,22444.32,31346,11339254,10243001,126660,2005/01/25,
에스엔유프리시젼(주),080000,2016/12,-5115662,89640,2035.48,29809,11339254,11223277,134145,2005/01/25,
에스엔유프리시젼(주),080000,2017/12,11775932,95204,24655.79,22380,14110913,12848151,149728,2005/01/25,
에스엔유프리시젼(주),080000,2018/12,20836820,107956,27550.42,18727,14110913,13406156,136621,2005/01/25,
에스엔유프리시젼(주),080000,2019/12,2806137,115424,19061.14,18108,14110913,13640974,151868,2005/01/25,
에스엔유프리시젼(주),080000,2020/12,30983860,120378,15852.74,20541,14169213,13840158,150330,2005/01/25,
에스엔케이폴리텍(주),091340,2011/12,2434378,42648,6735.21,18302,6373010,3534364,47524,2007/07/30,
에스엔케이폴리텍(주),091340,2012/12,-708513,41518,4925.54,20148,2459438,0,44841,2007/07/30,
에스엔케이폴리텍(주),091340,2013/12,1990730,40739,4203.13,24558,1734392,0,57509,2007/07/30,
에스엔케이폴리텍(주),091340,2014/12,3654329,43408,10128.36,23740,6728909,5679294,61514,2007/07/30,
에스엔케이폴리텍(주),091340,2015/12,2893828,48304,8653.68,25691,6796490,6098735,82685,2007/07/30,
에스엔케이폴리텍(주),091340,2016/12,3638280,52214,8865.4,27830,6798280,6274179,90663,2007/07/30,
에스엔케이폴리텍(주),091340,2017/12,-645363,59789,5330.41,33565,8649926,6499492,102987,2007/07/30,
에스엔케이폴리텍(주),091340,2018/12,232504,60017,10172.59,23506,10561560,7056607,89204,2007/07/30,
에스엔케이폴리텍(주),091340,2019/12,3144789,59212,8051.73,26517,11058758,7915233,95814,2007/07/30,
에스엔케이폴리텍(주),091340,2020/12,2773466,57707,3691.92,26090,11058758,8466109,92165,2007/07/30,
에스엘(주),005850,2011/03,-2457328,439834,117509.26,85169,87344066,58338267,695272,1988/11/08,
에스엘(주),005850,2012/12,37457453,468591,93049.71,107379,103189473,55293766,647122,1988/11/08,
에스엘(주),005850,2013/12,79504613,501187,139484.77,105188,110829143,65000083,646561,1988/11/08,
에스엘(주),005850,2014/12,49953563,534201,154272.76,108348,115280791,73966048,698892,1988/11/08,
에스엘(주),005850,2015/12,100553456,578353,172514.23,119563,130785772,82733126,776289,1988/11/08,
에스엘(주),005850,2016/12,39001497,631421,191758.48,136434,109212675,67641213,814203,1988/11/08,
에스엘(주),005850,2017/12,93680085,754369,302700.41,132087,144898840,100911202,906669,1988/11/08,
에스엘(주),005850,2018/12,34311400,758879,208754.87,127606,155174792,111339285,949476,1988/11/08,
에스엘(주),005850,2019/12,-37353649,1126775,421109.42,260995,475475463,350283940,1542763,1988/11/08,
에스엘(주),005850,2020/12,206024421,1235236,552466.88,340949,549581977,371758536,1618327,1988/11/08,
에스엠로보틱스(주),252940,2014/12,,,,,,,,2016/09/30,2018/04/25
에스엠로보틱스(주),252940,2015/12,,,,,,,,2016/09/30,2018/04/25
에스엠로보틱스(주),252940,2016/12,,,,,,,,2016/09/30,2018/04/25
에스엠로보틱스(주),252940,2017/12,,,,,,,,2016/09/30,2018/04/25
에스와이(주),109610,2011/12,,,,,,,,2015/12/29,
에스와이(주),109610,2012/12,,,,,,,,2015/12/29,
에스와이(주),109610,2013/12,,,,,,,,2015/12/29,
에스와이(주),109610,2014/12,,,,,,,,2015/12/29,
에스와이(주),109610,2015/12,11544429,44118,21438.09,33539,14031062,7396830,119309,2015/12/29,
에스와이(주),109610,2016/12,-14618684,42196,16732.56,33868,13898847,8265377,144704,2015/12/29,
에스와이(주),109610,2017/12,-10288401,101577,26932.67,98853,45232804,23333714,281624,2015/12/29,
에스와이(주),109610,2018/12,6213214,110609,40066.34,81871,45608246,27109751,264718,2015/12/29,
에스와이(주),109610,2019/12,865201,101360,3184.33,90324,47294136,30082712,284866,2015/12/29,
에스와이(주),109610,2020/12,-6073684,137332,983.45,83777,46278721,31670299,263398,2015/12/29,
에스지씨에너지(주),005090,2011/12,4122165,220244,73466.73,229692,257083116,169503017,534693,1993/01/06,
에스지씨에너지(주),005090,2012/12,10576857,240027,71119.51,289409,309255815,182718523,629665,1993/01/06,
에스지씨에너지(주),005090,2013/12,4372306,230276,65096.29,240212,284031549,172624337,637748,1993/01/06,
에스지씨에너지(주),005090,2014/12,9092259,235268,62906.6,235398,293192491,190386491,635813,1993/01/06,
에스지씨에너지(주),005090,2015/12,15127586,248952,69347.4,224030,313146490,209589175,650473,1993/01/06,
에스지씨에너지(주),005090,2016/12,17442173,242459,62554.6,221518,322381565,229642190,642835,1993/01/06,
에스지씨에너지(주),005090,2017/12,1019260,223245,52467.05,216455,358257577,251888070,601086,1993/01/06,
에스지씨에너지(주),005090,2018/12,23177427,193207,21477.19,205454,347573148,262676722,541269,1993/01/06,
에스지씨에너지(주),005090,2019/12,5477863,181487,46477.17,162174,232191183,177018834,474045,1993/01/06,
에스지씨에너지(주),005090,2020/12,-16917147,556813,29008.47,960221,1166166377,394694363,1646222,1993/01/06,
에스지씨이테크건설(주),016250,2011/12,35645956,139849,64774.82,1995,347057,297170,350000,1999/12/28,
에스지씨이테크건설(주),016250,2012/12,-1029799,146741,65527.96,1841,347057,319271,422527,1999/12/28,
에스지씨이테크건설(주),016250,2013/12,2938786,122163,21252.17,1740,591857,375570,432590,1999/12/28,
에스지씨이테크건설(주),016250,2014/12,5645561,131616,57576.79,1624,591857,432402,452936,1999/12/28,
에스지씨이테크건설(주),016250,2015/12,11755639,140884,70735.9,1474,265100,160115,394048,1999/12/28,
에스지씨이테크건설(주),016250,2016/12,28310992,152894,76832.95,1404,265100,212060,408630,1999/12/28,
에스지씨이테크건설(주),016250,2017/12,42465171,164515,74954.58,3305,265100,261020,505201,1999/12/28,
에스지씨이테크건설(주),016250,2018/12,-5681931,161868,73616.34,3453,265100,265100,615541,1999/12/28,
에스지씨이테크건설(주),016250,2019/12,-2216667,321684,107866.03,3531,20300,20300,798494,1999/12/28,
에스지씨이테크건설(주),016250,2020/12,33753285,147478,247364.48,3317,20300,20300,661158,1999/12/28,
에스지에이(주),049470,2011/12,-1064056,25404,7331.41,314,0,0,37508,2001/10/11,
에스지에이(주),049470,2012/12,-3391434,27783,1176.37,349,0,0,50580,2001/10/11,
에스지에이(주),049470,2013/12,-310667,31645,5322.51,235,0,0,53867,2001/10/11,
에스지에이(주),049470,2014/12,2084643,33656,6128.03,274,0,0,62261,2001/10/11,
에스지에이(주),049470,2015/12,-4101887,46943,3315.33,651,0,0,65245,2001/10/11,
에스지에이(주),049470,2016/12,-458880,51272,6281.06,417,0,0,75821,2001/10/11,
에스지에이(주),049470,2017/12,1474345,43541,-1754.55,6324,0,0,85285,2001/10/11,
에스지에이(주),049470,2018/12,6659030,46247,6145.07,5302,0,0,76328,2001/10/11,
에스지에이(주),049470,2019/12,-524326,37575,-155.39,7163,0,0,68945,2001/10/11,
에스지에이(주),049470,2020/12,1491976,37203,6563.83,856,0,0,64169,2001/10/11,
에스지에이솔루션즈(주),184230,2014/06,,,,,,,,2013/12/20,
에스지에이솔루션즈(주),184230,2015/06,4460901,28603,6981.26,397,0,0,33640,2013/12/20,
에스지에이솔루션즈(주),184230,2016/12,-165918,39212,8922.5,521,0,0,67220,2013/12/20,
에스지에이솔루션즈(주),184230,2017/12,2498665,51072,7121.9,750,0,0,65460,2013/12/20,
에스지에이솔루션즈(주),184230,2018/12,595673,47535,-1870.66,660,0,0,67493,2013/12/20,
에스지에이솔루션즈(주),184230,2019/12,1804940,26670,-17707.9,384,0,0,44762,2013/12/20,
에스지에이솔루션즈(주),184230,2020/12,3255709,27819,8247.56,215,0,0,47053,2013/12/20,
에스지에이시스템즈(주),232290,2015/12,-2303794,2103,,609,0,0,10108,2016/03/30,2017/12/22
에스지에이시스템즈(주),232290,2016/12,129122,6404,4560.39,557,0,0,15530,2016/03/30,2017/12/22
에스지이(주),255220,2012/12,,,,,,,,2018/01/26,
에스지이(주),255220,2013/12,,,,,,,,2018/01/26,
에스지이(주),255220,2014/12,6712743,9561,6182.82,21195,3549189,569956,45175,2018/01/26,
에스지이(주),255220,2015/12,4520856,15333,10115.79,23535,3819060,752564,50240,2018/01/26,
에스지이(주),255220,2016/12,-1802428,19372,13859.1,37816,7544014,1078375,75240,2018/01/26,
에스지이(주),255220,2017/12,14450500,28331,20162.4,50188,8561499,1497214,111802,2018/01/26,
에스지이(주),255220,2018/12,-20541385,49926,24684.58,69591,10013128,1989272,192673,2018/01/26,
에스지이(주),255220,2019/12,-8702656,59806,30305.61,78152,10348559,2504983,212279,2018/01/26,
에스지이(주),255220,2020/12,15339048,65075,21736.8,79539,11062887,3112689,220140,2018/01/26,
에스케이(주),003600,2011/12,431365000,7732551,670366,29192,0,0,11240905,1984/11/12,2015/08/17
에스케이(주),034730,2011/12,117378907,1122446,558571.82,360986,0,0,3096693,2009/11/11,
에스케이(주),003600,2012/12,398677000,8028641,658807,31232,0,0,11496613,1984/11/12,2015/08/17
에스케이(주),034730,2012/12,223571282,968303,534493.75,374604,0,0,3348649,2009/11/11,
에스케이(주),003600,2013/12,776156000,8037322,332951,35939,0,0,11346254,1984/11/12,2015/08/17
에스케이(주),034730,2013/12,88645748,946626,540887.21,459210,395000,315000,3184094,2009/11/11,
에스케이(주),003600,2014/12,718574000,7789332,915742,47130,0,0,11390216,1984/11/12,2015/08/17
에스케이(주),034730,2014/12,179311330,1064482,698505.48,564079,404000,345000,3176861,2009/11/11,
에스케이(주),034730,2015/12,69324000,11481677,6819975,665238,399000,366000,17593083,2009/11/11,
에스케이(주),034730,2016/12,650429000,11925701,1345790,684381,425000,383000,18380808,2009/11/11,
에스케이(주),034730,2017/12,741768000,12332701,1323811,671658,0,0,19959061,2009/11/11,
에스케이(주),034730,2018/12,805319000,13168136,2303950,494803,0,0,21376668,2009/11/11,
에스케이(주),034730,2019/12,1276702000,13402562,2304823,520222,0,0,22535086,2009/11/11,
에스케이(주),034730,2020/12,1588704000,14831563,2818679,534196,0,0,23592397,2009/11/11,
에스케이가스(주),018670,2011/12,50598855,789173,108098.57,651461,115428565,73951215,1923140,1997/08/27,
에스케이가스(주),018670,2012/12,410197811,946939,241038.52,777975,161524729,83186542,2602671,1997/08/27,
에스케이가스(주),018670,2013/12,-474583,1070424,201951.65,517626,121966690,83954330,2046273,1997/08/27,
에스케이가스(주),018670,2014/12,198038089,1113458,201320.04,600260,123100591,89074518,2117657,1997/08/27,
에스케이가스(주),018670,2015/12,37861102,1135615,170502.1,613414,129748325,92670853,2286360,1997/08/27,
에스케이가스(주),018670,2016/12,-17643376,1218271,240562.36,650933,147885423,87598211,2452253,1997/08/27,
에스케이가스(주),018670,2017/12,77709711,1329254,208219.82,688674,171420297,94693310,2809724,1997/08/27,
에스케이가스(주),018670,2018/12,-26079123,1490430,264031.36,933407,254629589,135556889,3191136,1997/08/27,
에스케이가스(주),018670,2019/12,218448887,1512567,260128.56,924415,288442222,151647955,3607989,1997/08/27,
에스케이가스(주),018670,2020/12,279534209,1698134,491205.73,915632,309667598,170175669,4124870,1997/08/27,
에스케이네트웍스(주),001740,2011/12,166777022,3130044,632148.91,3262428,45985000,0,10266831,1977/06/30,
에스케이네트웍스(주),001740,2012/12,30732597,3007070,376716.98,3243597,44074000,0,9822543,1977/06/30,
에스케이네트웍스(주),001740,2013/12,507135283,2436771,-354663.39,2999627,117201000,81141000,8168923,1977/06/30,
에스케이네트웍스(주),001740,2014/12,-261736912,2390522,390354.26,3169911,122344000,90545000,7883423,1977/06/30,
에스케이네트웍스(주),001740,2015/12,96484082,2444412,490308.62,3181900,124120000,90509000,7704567,1977/06/30,
에스케이네트웍스(주),001740,2016/12,-60748309,2356358,418241.82,3418353,130042000,98501000,7892426,1977/06/30,
에스케이네트웍스(주),001740,2017/12,-631803000,2245374,420389,3005036,89017000,64298000,6417584,1977/06/30,
에스케이네트웍스(주),001740,2018/12,-145450000,2216116,412027,2809322,91096000,63797000,6878643,1977/06/30,
에스케이네트웍스(주),001740,2019/12,441967000,2092381,633369,1440578,47504000,37160000,7673322,1977/06/30,
에스케이네트웍스(주),001740,2020/12,-79213000,1968769,550890,1154136,45042000,36763000,5855439,1977/06/30,
에스케이디스커버리(주),006120,2011/12,-29678053,922126,176456.56,547945,88710915,0,2033752,1976/06/29,
에스케이디스커버리(주),006120,2012/12,-196084,948258,185039.64,690136,133699395,0,2194266,1976/06/29,
에스케이디스커버리(주),006120,2013/12,44248420,963105,204800.59,718917,137046426,0,2403408,1976/06/29,
에스케이디스커버리(주),006120,2014/12,-12952688,934812,191445.77,750872,145300254,0,2344300,1976/06/29,
에스케이디스커버리(주),006120,2015/12,200377772,1247535,355929.09,745118,211140298,0,2554140,1976/06/29,
에스케이디스커버리(주),006120,2016/12,121602590,1249364,213402.73,790501,206138646,0,2449228,1976/06/29,
에스케이디스커버리(주),006120,2017/12,59640373,633041,15458.86,352,0,0,897274,1976/06/29,
에스케이디스커버리(주),006120,2018/12,-9189397,977593,60520.07,176,0,0,1257969,1976/06/29,
에스케이디스커버리(주),006120,2019/12,-7554265,965927,-24536.68,264,0,0,1119310,1976/06/29,
에스케이디스커버리(주),006120,2020/12,289545,967246,45251.79,190,0,0,1213511,1976/06/29,
에스케이디앤디(주),210980,2011/12,,,,,,,,2015/06/23,
